Date,Open_Shifted,Close,Close_Shifted,RSI,SMA_50,EMA_20,MACD,Compound Sentiment
2024-03-14,172.14711771653415,172.37628173828125,170.51303100585938,32.19009916607466,182.97989379882813,176.22154860012324,-3.922596242853814,-0.25
2024-03-15,172.286609864896,171.99765014648438,172.37628173828125,37.78106356637584,182.73272003173827,175.85533270851923,-3.73958619790082,0.296
2024-03-18,170.5528808562992,173.0936737060547,171.99765014648438,37.11143860006946,182.5056381225586,175.4879343692778,-3.583790122164743,0.0
2024-03-19,174.9370098250161,175.4451904296875,173.0936737060547,40.40420413692203,182.347048034668,175.25990954420894,-3.333454677765729,0.296
2024-03-20,173.7114580811964,178.0258331298828,175.4451904296875,46.83583367322637,182.2500177001953,175.27755534282596,-2.911749452174518,0.5106
2024-03-21,175.08647190626633,170.75213623046875,178.0258331298828,52.849707092004415,182.11742706298827,175.53929608445043,-2.3423080548760997,0.296
2024-03-22,176.41166541450514,171.6588592529297,170.75213623046875,39.341488811533736,181.8477215576172,175.08337609835695,-2.4497094699958097,0.296
2024-03-25,171.14072980755137,170.23403930664062,171.6588592529297,41.35381947386787,181.57525268554687,174.75723163688767,-2.433607779537226,0.4939
2024-03-26,169.9550500090239,169.09814453125,170.23403930664062,39.15559781003802,181.28622924804688,174.3264514149594,-2.5069199234170867,0.0
2024-03-27,169.38709229314748,172.68515014648438,169.09814453125,37.44663936210393,180.967919921875,173.8285174260347,-2.6264020134006785,0.2023
2024-03-28,169.79561181348092,170.8617401123047,172.68515014648438,45.53132427756111,180.7669271850586,173.71962530417275,-2.4039399321052883,-0.2732
2024-04-01,171.13077090878156,169.4169921875,170.8617401123047,42.5226851451409,180.5483740234375,173.4474457620901,-2.347708162510884,0.296
2024-04-02,170.5728137058907,168.23126220703125,169.4169921875,40.25307480859315,180.1825054931641,173.06359304070057,-2.392147970505277,0.5994
2024-04-03,168.4704023866532,169.03836059570312,168.23126220703125,38.4396942731625,179.73460815429686,172.6033710565416,-2.4942926849485048,0.0
2024-04-04,168.18146051603773,168.21136474609375,169.03836059570312,40.40760806632756,179.25648040771483,172.26384625074746,-2.481511690217104,0.0
2024-04-05,169.67605100414067,168.96861267089844,168.21136474609375,39.030797286798006,178.73613861083984,171.87789563125665,-2.509189933741453,0.296
2024-04-08,168.97857114439864,167.84268188476562,168.96861267089844,41.01272978202563,178.24447509765625,171.6008210636035,-2.441873168327504,0.3612
2024-04-09,168.42059262733576,169.0582733154297,167.84268188476562,38.98356116160672,177.73686096191406,171.2429030465713,-2.4511223388391272,0.6597
2024-04-10,168.09176931793073,167.17507934570312,169.0582733154297,42.30262882594645,177.28838806152345,171.0348430721769,-2.333465565268625,0.0
2024-04-11,168.19140606177325,174.40892028808594,167.17507934570312,38.782956222356425,176.81598358154298,170.66724652679846,-2.364918431819546,0.0
2024-04-12,167.73307888899373,175.91348266601562,174.40892028808594,54.45791491844806,176.56169647216797,171.02359640882585,-1.7855518169691609,-0.128
2024-04-15,173.63173034934167,172.0673828125,175.91348266601562,56.92823186761283,176.40994567871093,171.48929986189154,-1.1912618655908886,0.5994
2024-04-16,174.7277545222084,168.7693328857422,172.0673828125,49.53184952006514,176.13231262207032,171.5443553809971,-1.0188858308531223,0.0
2024-04-17,171.1307833718662,167.39430236816406,168.7693328857422,44.22561006569896,175.80882019042969,171.28006752430616,-1.1353144492944978,0.0
2024-04-18,168.99849837401,166.437744140625,167.39430236816406,42.1959965675077,175.42140533447267,170.90999465229262,-1.3232844400819204,0.7269
2024-04-19,167.4241802492927,164.40512084960938,166.437744140625,40.79346119450887,174.9826174926758,170.48406603213382,-1.5317808505586186,0.6369
2024-04-22,165.610765092168,165.24208068847656,164.40512084960938,37.909923379424896,174.5009878540039,169.9051188718934,-1.8398231343970508,0.296
2024-04-23,164.9232423149658,166.29824829101562,165.24208068847656,39.79698356806734,174.05779113769532,169.46101999728225,-1.9934341316326252,0.296
2024-04-24,164.75384886459605,168.41062927246094,166.29824829101562,42.18489271111565,173.62037322998046,169.15980364430447,-2.0068147437185644,0.296
2024-04-25,165.93955957507254,169.27749633789062,168.41062927246094,46.73542406271287,173.2590805053711,169.08845370412888,-1.825919421406013,0.6369
2024-04-26,168.91879363485126,168.6896209716797,169.27749633789062,48.52592384924976,172.9571731567383,169.10645776448715,-1.5942323298003205,0.296
2024-04-29,169.26753170576032,172.8744659423828,168.6896209716797,47.36315375066104,172.66124420166017,169.066759022315,-1.4414392549944068,0.0
2024-04-30,172.74492977704497,169.7158966064453,172.8744659423828,55.53177297313135,172.45479095458984,169.42939777660715,-0.9714691359878884,0.6369
2024-05-01,172.70508045160457,168.6896209716797,169.7158966064453,49.31158539936975,172.2160549926758,169.45668337944892,-0.844153700476511,0.0
2024-05-02,168.96861026347364,172.4061737060547,168.6896209716797,47.45175843700552,171.97173919677735,169.38362981680422,-0.8166532965047111,0.1027
