Date,Open_Shifted,Close,Close_Shifted
2024-07-11,228.78319647541343,227.05709838867188,232.45489501953125
2024-07-12,230.86848076037649,230.0203857421875,227.05709838867188
2024-07-15,228.40404188598967,233.87168884277344,230.0203857421875
2024-07-16,235.94700263838573,234.29074096679688,233.87168884277344
2024-07-17,234.4703279528375,228.3641357421875,234.29074096679688
2024-07-18,228.9328431112231,223.6747283935547,228.3641357421875
2024-07-19,229.76098610155705,223.80442810058597,223.6747283935547
2024-07-22,224.31328836166992,223.45523071289065,223.80442810058597
2024-07-23,226.4983442399413,224.5028533935547,223.45523071289065
2024-07-24,223.86429647317823,218.0474395751953,224.5028533935547
2024-07-25,223.4951403192113,216.99981689453125,218.0474395751953
2024-07-26,218.4365585703147,217.46875,216.99981689453125
2024-07-29,218.2070723817432,217.7481231689453,217.46875
2024-07-30,216.47100932714253,218.30685424804688,217.7481231689453
2024-07-31,218.6959746261333,221.5794677734375,218.30685424804688
2024-08-01,220.94091084366264,217.8678436279297,221.5794677734375
2024-08-02,223.86429233538576,219.36447143554688,217.8678436279297
2024-08-05,218.65606496292435,208.79833984375,219.36447143554688
2024-08-06,198.64127617987643,206.762939453125,208.79833984375
2024-08-07,204.83729660703725,209.34710693359372,206.762939453125
2024-08-08,206.43367474426563,212.8292236328125,209.34710693359372
2024-08-09,212.6296774525561,215.7526397705078,212.8292236328125
2024-08-12,211.62197118803232,217.2909393310547,215.7526397705078
2024-08-13,215.83255236617865,221.02682495117188,217.2909393310547
2024-08-14,218.76929897291208,221.4763336181641,221.02682495117188
2024-08-15,220.3276035510778,224.47303771972656,221.4763336181641
2024-08-16,224.35317447515425,225.80157470703125,224.47303771972656
2024-08-19,223.67391069385005,225.64175415039065,225.80157470703125
2024-08-20,225.4719428035102,226.2610626220703,225.64175415039065
2024-08-21,225.52188562847152,226.15118408203125,226.2610626220703
2024-08-22,226.2710625686077,224.2832489013672,226.15118408203125
2024-08-23,227.53966079897057,226.5906982421875,224.2832489013672
2024-08-26,225.41200238324527,226.93032836914065,226.5906982421875
2024-08-27,226.5107917661563,227.7793884277344,226.93032836914065
2024-08-28,225.7516206650164,226.2410888671875,227.7793884277344
2024-08-29,227.6695099550691,229.53746032714844,226.2410888671875
2024-08-30,229.8471324488683,228.7483367919922,229.53746032714844
2024-09-03,229.93703146120657,222.52517700195312,228.7483367919922
2024-09-04,228.29882348382424,220.6072998046875,222.52517700195312
2024-09-05,221.4164072047842,222.13560485839844,220.6072998046875
2024-09-06,221.38642912323468,220.57733154296875,222.13560485839844
2024-09-09,223.7038813850335,220.66722106933597,220.57733154296875
2024-09-10,220.57732363843863,219.86810302734372,220.66722106933597
2024-09-11,218.67940838073807,222.4152984619141,219.86810302734372
2024-09-12,221.2166203203216,222.52517700195312,222.4152984619141
2024-09-13,222.25546946786716,222.25547790527344,222.52517700195312
2024-09-16,223.33429284055268,216.082275390625,222.25547790527344
2024-09-17,216.302019591785,216.5517425537109,216.082275390625
2024-09-18,215.51289221314667,220.4474639892578,216.5517425537109
2024-09-19,217.31091546092293,228.61846923828125,220.4474639892578
2024-09-20,224.7427436847832,227.9492034912109,228.61846923828125
2024-09-23,229.7172625160979,226.2211151123047,227.9492034912109
2024-09-24,227.0901541218493,227.1201171875,226.2211151123047
2024-09-25,228.39870925768025,226.1212158203125,227.1201171875
2024-09-26,224.6827959331431,227.26995849609372,226.1212158203125
2024-09-27,227.0501990579812,227.53965759277344,227.26995849609372
2024-09-30,228.20893469195548,232.7439422607422,227.53965759277344
2024-10-01,229.78718847660608,225.9614105224609,232.7439422607422
2024-10-02,229.2677705196639,226.53077697753903,225.9614105224609
2024-10-03,225.6417556602632,225.42198181152344,226.53077697753903
2024-10-04,224.8925655126969,226.55075073242188,225.42198181152344
2024-10-07,227.6495326914976,221.4463653564453,226.55075073242188
2024-10-08,224.25327473060864,225.5218811035156,221.4463653564453
2024-10-09,224.05349542674807,229.2877349853516,225.5218811035156
2024-10-10,224.9824739985636,228.7882843017578,229.2877349853516
2024-10-11,227.5296744960524,227.2999267578125,228.7882843017578
2024-10-14,229.04800351672907,231.0458068847656,227.2999267578125
2024-10-15,228.44865815944692,233.59300231933597,231.0458068847656
2024-10-16,233.3532605949055,231.5252685546875,233.59300231933597
2024-10-17,231.34547369396785,231.89486694335935,231.5252685546875
2024-10-18,233.17345903647427,234.74172973632807,231.89486694335935
2024-10-21,235.9204255737285,236.22010803222656,234.74172973632807
2024-10-22,234.19234018879644,235.60079956054688,236.22010803222656
2024-10-23,233.6329632952546,230.5063934326172,235.60079956054688
2024-10-24,233.822752128634,230.31661987304688,230.5063934326172
2024-10-25,229.7272566761152,231.1556854248047,230.31661987304688
2024-10-28,229.4875225740561,233.14349365234372,231.1556854248047
2024-10-29,233.0635949831452,233.41319274902344,233.14349365234372
2024-10-30,232.84382710997653,229.8471221923828,233.41319274902344
2024-10-31,232.3543581715744,225.66172790527344,229.8471221923828
2024-11-01,229.08795100904052,222.6650238037109,225.66172790527344
2024-11-04,220.72715344034327,221.76600646972656,222.6650238037109
2024-11-05,220.74713841963052,223.2044219970703,221.76600646972656
2024-11-06,221.5562414690178,222.4752349853516,223.2044219970703
2024-11-07,222.3653552641664,227.22999572753903,222.4752349853516
2024-11-08,224.38313701629485,226.9600067138672,227.22999572753903
2024-11-11,227.1699981689453,224.22999572753903,226.9600067138672
2024-11-12,225.0,224.22999572753903,224.22999572753903
2024-11-13,224.5500030517578,225.1199951171875,224.22999572753903
2024-11-14,224.00999450683597,228.22000122070312,225.1199951171875
2024-11-15,225.0200042724609,225.0,228.22000122070312
2024-11-18,226.3999938964844,228.0200042724609,225.0
2024-11-19,225.25,228.27999877929688,228.0200042724609
2024-11-20,226.97999572753903,229.0,228.27999877929688
2024-11-21,228.05999755859372,228.5200042724609,229.0
2024-11-22,228.8800048828125,229.8699951171875,228.5200042724609
2024-11-25,228.05999755859372,232.8699951171875,229.8699951171875
2024-11-26,231.4600067138672,235.05999755859372,232.8699951171875
2024-11-27,233.3300018310547,234.92999267578125,235.05999755859372
2024-11-29,234.47000122070312,237.3300018310547,234.92999267578125
2024-12-02,234.80999755859372,239.58999633789065,237.3300018310547
2024-12-03,237.2700042724609,242.6499938964844,239.58999633789065
2024-12-04,239.80999755859372,243.00999450683597,242.6499938964844
2024-12-05,242.8699951171875,243.0399932861328,243.00999450683597
2024-12-06,243.9900054931641,242.83999633789065,243.0399932861328
2024-12-09,242.91000366210935,246.75,242.83999633789065
2024-12-10,241.8300018310547,247.7700042724609,246.75
2024-12-11,246.88999938964844,246.4900054931641,247.7700042724609
2024-12-12,247.9600067138672,247.9600067138672,246.4900054931641
2024-12-13,246.88999938964844,248.1300048828125,247.9600067138672
2024-12-16,247.82000732421875,251.0399932861328,248.1300048828125
2024-12-17,247.9900054931641,253.47999572753903,251.0399932861328
2024-12-18,250.0800018310547,248.0500030517578,253.47999572753903
2024-12-19,252.16000366210935,249.7899932861328,248.0500030517578
2024-12-20,247.5,254.4900054931641,249.7899932861328
2024-12-23,248.0399932861328,255.2700042724609,254.4900054931641
2024-12-24,254.7700042724609,258.20001220703125,255.2700042724609
2024-12-26,255.4900054931641,259.0199890136719,258.20001220703125
2024-12-27,258.19000244140625,255.58999633789065,259.0199890136719
2024-12-30,257.8299865722656,252.1999969482422,255.58999633789065
