Price,Date,Close,High,Low,Open,Volume,Previous_Close,Close_Shifted,Open_Shifted,High_Shifted,Low_Shifted,RSI,SMA_50,EMA_20,MACD,MACD_signal,MACD_histogram,Signal
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,
50,2024-03-14,172.37628173828125,173.68155635236576,171.4297098215142,172.286609864896,72913500,170.51303100585938,170.51303100585938,172.14711771653415,172.56560166885345,170.14435462584885,32.190098767398496,182.97989288330078,176.2215486285312,-3.922596040204297,-3.33701867547978,-0.585577364724517,-1
51,2024-03-15,171.99765014648438,171.99765014648438,169.6760486454164,170.5528808562992,121664700,172.37628173828125,172.37628173828125,172.286609864896,173.68155635236576,171.4297098215142,37.78106336410929,182.73271911621094,175.85533273422166,-3.739586013346724,-3.417532143053169,-0.3220538702935549,-1
52,2024-03-18,173.0936737060547,177.0692936926196,172.89439782384204,174.9370098250161,75604200,171.99765014648438,171.99765014648438,170.5528808562992,171.99765014648438,169.6760486454164,37.11143838214813,182.50563720703124,175.4879343925324,-3.5837899538911415,-3.4507837052207635,-0.13300624867037802,-1
53,2024-03-19,175.4451904296875,175.97327843397125,172.40618338367324,173.7114580811964,55215200,173.0936737060547,173.0936737060547,174.9370098250161,177.0692936926196,172.89439782384204,40.404204020065215,182.34704711914063,175.2599095652488,-3.3334545241651483,-3.4273178690096406,0.09386334484449232,0
54,2024-03-20,178.0258331298828,178.0258331298828,174.45873840154812,175.08647190626633,53423100,175.4451904296875,175.4451904296875,173.7114580811964,175.97327843397125,172.40618338367324,46.83583372520038,182.25001678466796,175.277555361862,-2.91174931182033,-3.3242041575717787,0.41245484575144875,0
55,2024-03-21,170.75213623046875,176.85008146724155,170.2240483134294,176.41166541450514,106181300,178.0258331298828,178.0258331298828,175.08647190626633,178.0258331298828,174.45873840154812,52.84970726764818,182.11742614746095,175.5392961016735,-2.3423079264996147,-3.1278249113573464,0.7855169848577317,0
56,2024-03-22,171.6588592529297,172.42608734653942,169.44686204033275,171.14072980755137,71106600,170.75213623046875,170.75213623046875,176.41166541450514,176.85008146724155,170.2240483134294,39.341488725669755,181.84772064208985,175.08337611393972,-2.449709352466556,-2.9922017995791883,0.5424924471126324,0
57,2024-03-25,170.23403930664062,171.32010587263267,168.83907761478048,169.9550500090239,54288300,171.6588592529297,171.6588592529297,171.14072980755137,172.42608734653942,169.44686204033275,41.353819422051025,181.57525207519532,174.75723165098637,-2.4336076718458344,-2.8804829740325175,0.44687530218668314,0
58,2024-03-26,169.09814453125,170.80197088667242,168.96860836017046,169.38709229314748,57388400,170.23403930664062,170.23403930664062,169.9550500090239,171.32010587263267,168.83907761478048,39.15559772870657,181.28622833251953,174.32645142771534,-2.506919824660713,-2.805770344158157,0.298850519497444,0
59,2024-03-27,172.68515014648438,172.97411310204996,169.49669038501753,169.79561181348092,60273300,169.09814453125,169.09814453125,169.38709229314748,170.80197088667242,168.96860836017046,37.4466392603303,180.96791900634764,173.82851743757578,-2.6264019227701,-2.769896659880546,0.14349473711044602,0
60,2024-03-28,170.8617401123047,171.60903605513778,169.89523614327186,171.13077090878156,65672700,172.68515014648438,172.68515014648438,169.79561181348092,172.97411310204996,169.49669038501753,45.53132428777201,180.76692657470704,173.7196253146147,-2.403939848873904,-2.6967052976792174,0.2927654488053135,0
61,2024-04-01,169.4169921875,170.6325949561908,168.86897205345468,170.5728137058907,46240500,170.8617401123047,170.8617401123047,171.13077090878156,171.60903605513778,169.89523614327186,42.52268512032841,180.54837371826173,173.44744577153756,-2.347708086025108,-2.626905855348396,0.2791977693232881,0
62,2024-04-02,168.23126220703125,168.7294595117456,167.62346088712874,168.4704023866532,49329500,169.4169921875,169.4169921875,170.5728137058907,170.6325949561908,168.86897205345468,40.253074760576595,180.18250518798828,173.06359304924825,-2.392147900176127,-2.579954264313942,0.18780636413781515,0
63,2024-04-03,169.03836059570312,170.0646459557495,167.9722261359459,168.18146051603773,47691700,168.23126220703125,168.23126220703125,168.4704023866532,168.7294595117456,167.62346088712874,38.43969420859416,179.73460815429686,172.60337106427522,-2.4942926202444085,-2.5628219355000357,0.06852931525562722,0
64,2024-04-04,168.21136474609375,171.30017927084614,168.21136474609375,169.67605100414067,53704400,169.03836059570312,169.03836059570312,168.18146051603773,170.0646459557495,167.9722261359459,40.4076080234838,179.25648040771483,172.26384625774455,-2.481511630657451,-2.546559874531519,0.06504824387406805,0
65,2024-04-05,168.96861267089844,169.77568993392828,168.3408791535302,168.97857114439864,42055200,168.21136474609375,168.21136474609375,169.67605100414067,171.30017927084614,168.21136474609375,39.030797232127675,178.73613830566407,171.87789563758733,-2.5091898788911067,-2.539085875403437,0.029895996512330214,0
66,2024-04-08,167.84268188476562,168.58997789957206,167.6334475147346,168.42059262733576,37425500,168.96861267089844,168.96861267089844,168.97857114439864,169.77568993392828,168.3408791535302,41.01272974763665,178.24447509765625,171.60082106933126,-2.4418731177918858,-2.5196433238811267,0.0777702060892409,0
67,2024-04-09,169.0582733154297,169.46679875844995,167.74304032326918,168.09176931793073,42451200,167.84268188476562,167.84268188476562,168.42059262733576,168.58997789957206,167.6334475147346,38.98356111091133,177.73686096191406,171.2429030517536,-2.4511222922598677,-2.505939117556875,0.05481682529700738,0
68,2024-04-10,167.17507934570312,168.48035379673388,166.50749680982383,168.19140606177325,49709300,169.0582733154297,169.0582733154297,168.09176931793073,169.46679875844995,167.74304032326918,42.302628805861524,177.28838806152345,171.0348430768656,-2.333465522319898,-2.4714443985094796,0.1379788761895817,0
69,2024-04-11,174.40892028808594,174.8274194382653,167.55373514215378,167.73307888899373,91070300,167.17507934570312,167.17507934570312,168.19140606177325,168.48035379673388,166.50749680982383,38.78295617686384,176.81598388671875,170.6672465310406,-2.364918392204686,-2.450139197248521,0.08522080504383522,0
70,2024-04-12,175.91348266601562,177.71695459263955,173.58192277868224,173.63173034934167,101593300,174.40892028808594,174.40892028808594,167.73307888899373,174.8274194382653,167.55373514215378,54.457914974320865,176.56169708251954,171.02359641266398,-1.7855517804177623,-2.317221713882369,0.5316699334646069,0
71,2024-04-15,172.0673828125,175.9931798985106,171.8780654093003,174.7277545222084,73531800,175.91348266601562,175.91348266601562,173.63173034934167,177.71695459263955,173.58192277868224,56.92823193382704,176.4099462890625,171.48929986536413,-1.191261831856167,-2.092029737477129,0.9007679056209619,0
72,2024-04-16,168.7693328857422,173.13353117115574,167.6633342016507,171.1307833718662,73711200,172.0673828125,172.0673828125,174.7277545222084,175.9931798985106,171.8780654093003,49.5318495428409,176.1323129272461,171.54435538413898,-1.0188857997096648,-1.8774009499236362,0.8585151502139714,0
73,2024-04-17,167.39430236816406,170.0347421275801,167.39430236816406,168.99849837401,50901200,168.7693328857422,168.7693328857422,171.1307833718662,173.13353117115574,167.6633342016507,44.22561006372067,175.80882049560546,171.28006752714882,-1.1353144205361616,-1.7289836440461415,0.5936692235099799,0
74,2024-04-18,166.437744140625,168.0319815519269,165.94952052629202,167.4241802492927,43122900,167.39430236816406,167.39430236816406,168.99849837401,170.0347421275801,167.39430236816406,42.19599655747684,175.42140594482422,170.90999465486456,-1.3232844135199855,-1.6478437979409102,0.3245593844209247,0
75,2024-04-19,164.40512084960938,165.80006730864108,163.48843957599198,165.610765092168,67772100,166.437744140625,166.437744140625,167.4241802492927,168.0319815519269,165.94952052629202,40.79346117937111,174.98261779785156,170.4840660344608,-1.5317808260201957,-1.6246312035567674,0.09285037753657166,0
76,2024-04-22,165.24208068847656,166.65695922918923,164.17594634744867,164.9232423149658,48116400,164.40512084960938,164.40512084960938,165.610765092168,165.80006730864108,163.48843957599198,37.9099233549628,174.50098815917968,169.90511887399876,-1.839823111723632,-1.6676695851901404,-0.1721535265334917,-1
77,2024-04-23,166.29824829101562,166.44771659935518,164.32539129188558,164.75384886459605,49537800,165.24208068847656,165.24208068847656,164.9232423149658,166.65695922918923,164.17594634744867,39.7969835509443,174.05779113769532,169.46101999918713,-1.9934341106788054,-1.7328224902878735,-0.2606116203909319,-1
78,2024-04-24,168.41062927246094,168.68961856026672,165.61076271741103,165.93955957507254,48251800,166.29824829101562,166.29824829101562,164.75384886459605,166.44771659935518,164.32539129188558,42.184892702686874,173.62037322998046,169.15980364602794,-2.0068147243507894,-1.7876209371004568,-0.21919378725033267,-1
