Date,Open,Close,High,Low,Previous_Close,Volume,RSI,SMA_50,EMA_20,MACD,MACD_signal,MACD_histogram,Signal,Compound Sentiment
,AAPL,AAPL,AAPL,AAPL,,AAPL,,,,,,,,0.6369
2024-03-14,172.286609864896,172.37628173828125,173.68155635236576,171.4297098215142,170.51303100585938,72913500,32.190098767398496,182.9798928833008,176.2215486285312,-3.922596040204297,-3.33701867547978,-0.585577364724517,-1.0,0.0
2024-03-15,170.5528808562992,171.99765014648438,171.99765014648438,169.6760486454164,172.37628173828125,121664700,37.78106336410929,182.73271911621092,175.85533273422166,-3.739586013346724,-3.417532143053169,-0.3220538702935549,-1.0,0.0
2024-03-18,174.9370098250161,173.0936737060547,177.0692936926196,172.89439782384204,171.99765014648438,75604200,37.11143838214813,182.50563720703124,175.4879343925324,-3.583789953891141,-3.4507837052207635,-0.133006248670378,-1.0,0.0
2024-03-19,173.7114580811964,175.4451904296875,175.97327843397125,172.40618338367324,173.0936737060547,55215200,40.404204020065215,182.34704711914063,175.2599095652488,-3.3334545241651483,-3.4273178690096406,0.0938633448444923,0.0,0.6705
2024-03-20,175.08647190626633,178.0258331298828,178.0258331298828,174.45873840154812,175.4451904296875,53423100,46.83583372520038,182.250016784668,175.277555361862,-2.91174931182033,-3.3242041575717787,0.4124548457514487,0.0,0.0
2024-03-21,176.41166541450514,170.75213623046875,176.85008146724155,170.2240483134294,178.0258331298828,106181300,52.84970726764818,182.11742614746092,175.5392961016735,-2.3423079264996147,-3.1278249113573464,0.7855169848577317,0.0,0.296
2024-03-22,171.14072980755137,171.6588592529297,172.42608734653942,169.44686204033275,170.75213623046875,71106600,39.34148872566976,181.84772064208985,175.08337611393972,-2.449709352466556,-2.9922017995791883,0.5424924471126324,0.0,0.0
2024-03-25,169.9550500090239,170.23403930664062,171.32010587263267,168.83907761478048,171.6588592529297,54288300,41.35381942205103,181.57525207519527,174.75723165098637,-2.4336076718458344,-2.880482974032517,0.4468753021866831,0.0,-0.128
2024-03-26,169.38709229314748,169.09814453125,170.80197088667242,168.96860836017046,170.23403930664062,57388400,39.15559772870657,181.28622833251956,174.32645142771534,-2.506919824660713,-2.805770344158157,0.298850519497444,0.0,0.0
2024-03-27,169.79561181348092,172.68515014648438,172.97411310204996,169.49669038501753,169.09814453125,60273300,37.4466392603303,180.96791900634764,173.82851743757578,-2.6264019227701,-2.769896659880546,0.143494737110446,0.0,0.4939
2024-03-28,171.13077090878156,170.8617401123047,171.60903605513778,169.89523614327186,172.68515014648438,65672700,45.53132428777201,180.76692657470704,173.7196253146147,-2.403939848873904,-2.6967052976792174,0.2927654488053135,0.0,0.0
2024-04-01,170.5728137058907,169.4169921875,170.6325949561908,168.86897205345468,170.8617401123047,46240500,42.52268512032841,180.54837371826173,173.44744577153756,-2.347708086025108,-2.626905855348396,0.2791977693232881,0.0,0.0
2024-04-02,168.4704023866532,168.23126220703125,168.7294595117456,167.62346088712874,169.4169921875,49329500,40.2530747605766,180.18250518798828,173.06359304924823,-2.392147900176127,-2.579954264313942,0.1878063641378151,0.0,0.296
2024-04-03,168.18146051603773,169.03836059570312,170.0646459557495,167.9722261359459,168.23126220703125,47691700,38.43969420859416,179.73460815429686,172.60337106427522,-2.4942926202444085,-2.562821935500036,0.0685293152556272,0.0,0.0
2024-04-04,169.67605100414067,168.21136474609375,171.30017927084614,168.21136474609375,169.03836059570312,53704400,40.4076080234838,179.25648040771483,172.26384625774455,-2.481511630657451,-2.546559874531519,0.065048243874068,0.0,0.0
2024-04-05,168.97857114439864,168.96861267089844,169.77568993392828,168.3408791535302,168.21136474609375,42055200,39.03079723212768,178.73613830566407,171.87789563758733,-2.5091898788911067,-2.539085875403437,0.0298959965123302,0.0,0.296
2024-04-08,168.42059262733576,167.84268188476562,168.58997789957206,167.6334475147346,168.96861267089844,37425500,41.01272974763665,178.24447509765625,171.60082106933126,-2.4418731177918858,-2.5196433238811267,0.0777702060892409,0.0,0.4939
2024-04-09,168.09176931793073,169.0582733154297,169.46679875844995,167.74304032326918,167.84268188476562,42451200,38.98356111091133,177.73686096191406,171.2429030517536,-2.451122292259868,-2.505939117556875,0.0548168252970073,0.0,0.3612
2024-04-10,168.19140606177325,167.17507934570312,168.48035379673388,166.50749680982383,169.0582733154297,49709300,42.30262880586152,177.28838806152345,171.0348430768656,-2.333465522319898,-2.47144439850948,0.1379788761895817,0.0,-0.0516
2024-04-11,167.73307888899373,174.40892028808594,174.8274194382653,167.55373514215378,167.17507934570312,91070300,38.78295617686384,176.81598388671875,170.6672465310406,-2.364918392204686,-2.450139197248521,0.0852208050438352,0.0,0.0601
2024-04-12,173.63173034934167,175.91348266601562,177.71695459263955,173.58192277868224,174.40892028808594,101593300,54.45791497432087,176.56169708251954,171.02359641266398,-1.7855517804177623,-2.317221713882369,0.5316699334646069,0.0,0.0
2024-04-15,174.7277545222084,172.0673828125,175.9931798985106,171.8780654093003,175.91348266601562,73531800,56.92823193382704,176.4099462890625,171.48929986536413,-1.191261831856167,-2.092029737477129,0.900767905620962,0.0,0.743
2024-04-16,171.1307833718662,168.7693328857422,173.13353117115574,167.6633342016507,172.0673828125,73711200,49.5318495428409,176.1323129272461,171.54435538413898,-1.0188857997096648,-1.877400949923636,0.8585151502139714,0.0,0.0
